week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT
25,2,2,1,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,2,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,2,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,2,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,2,2,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,2,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,2,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,4,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,2,2,4,Old20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,2,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,4,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,2,4,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,2,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,2,5,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,2,5,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,2,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,3,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,2,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,3,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,3,1,Old20,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,2,3,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,2,3,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,2,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2,3,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,2,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,3,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,3,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29,2,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2,3,4,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,4,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,3,5,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,5,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,3,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,4,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,2,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,4,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,4,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,4,1,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,4,2,Old20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
31,2,4,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,4,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,4,2,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,4,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,2,4,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,2,4,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,4,3,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,4,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
31,2,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,4,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,4,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,4,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,2,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,2,4,5,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,4,5,Old20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,4,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,2,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2,5,1,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,1,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,5,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,5,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,2,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,5,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,2,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,5,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,5,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,2,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,5,4,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,4,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,5,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5,5,Old20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2,5,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2,5,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,2,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,2,6,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,6,1,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,6,2,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,6,2,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,6,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,6,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,2,6,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,6,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,6,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,4,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,2,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0
31,2,6,4,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,6,4,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,6,4,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,2,6,5,Old20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,2,6,5,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,6,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,1,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,1,1,Old20,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,1,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,3,1,2,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,1,3,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,3,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
31,3,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,1,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,3,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,4,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,3,1,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,1,4,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,1,4,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,1,5,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,5,Old20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,1,5,Old20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,3,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,1,5,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,1,5,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2,1,Old20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
31,3,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,3,2,1,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,2,1,Old20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29,3,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,3,2,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,2,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,2,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,2,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,3,2,3,Old20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,2,3,Old20,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,4,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2,4,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
29,3,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,3,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,2,4,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,2,4,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,5,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
29,3,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,2,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,2,5,Old20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,2,5,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,1,Old20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,3,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
