week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT
31,3,3,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3,1,Old20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3,3,1,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,2,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,3,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,3,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3,2,Old20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,3,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,3,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,3,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,3,Old20,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,3,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,3,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,3,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,3,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,3,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,3,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,3,5,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,3,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,3,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,4,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,4,1,Old20,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,3,4,1,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,3,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,4,1,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,4,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,4,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,4,2,Old20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
29,3,4,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
31,3,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,4,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,4,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,4,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
31,3,4,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,4,3,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,4,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,4,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,4,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
31,3,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,3,4,4,Old20,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,3,4,4,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,3,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,3,4,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,4,5,Old20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,3,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,5,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
29,3,5,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
31,3,5,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,5,1,Old20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,5,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,5,2,Old20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
31,3,5,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,5,2,Old20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,5,2,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,5,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,5,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,5,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,5,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,5,3,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,5,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,5,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,3,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,3,5,4,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,5,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,5,5,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,5,5,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,6,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,3,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,3,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,6,1,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,6,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,3,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,3,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,3,6,2,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,6,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,6,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,6,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
31,3,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,6,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,6,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,4,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,6,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,6,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,6,4,Old20,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,6,4,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,3,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,6,5,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,3,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,6,5,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,6,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,3,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,1,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,1,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
33,4,1,1,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,4,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,4,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,4,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,4,1,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,4,1,2,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,1,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,1,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,1,3,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,1,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
33,4,1,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,1,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,1,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,4,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,1,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
31,4,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,1,4,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,1,4,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,1,5,Old20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,4,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,1,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4,1,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
36,4,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
33,4,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,2,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
36,4,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,2,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2,2,Old20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,4,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,4,2,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,4,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,2,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,4,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,4,2,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,2,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,4,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,4,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2,5,Old20,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
31,4,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,2,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,4,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,4,3,1,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,3,1,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,4,3,2,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0
33,4,3,2,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,3,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,3,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,4,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,4,3,3,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,3,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,3,4,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,3,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,4,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,4,3,4,Old20,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,4,3,4,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3,5,Old20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
33,4,3,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
35,4,3,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,4,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,4,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
33,4,4,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,4,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,4,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,4,4,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4,4,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,4,2,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,4,4,3,Old20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
