week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT
35,4,4,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,4,4,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
33,4,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
35,4,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,4,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,4,5,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2
33,4,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,4,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,5,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,5,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,4,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,5,2,Old20,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,4,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,5,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
33,4,5,3,Old20,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,5,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,5,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,4,5,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,5,5,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,5,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,6,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,6,1,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,6,1,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
36,4,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,6,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,4,6,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,4,6,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,6,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,4,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,6,3,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,6,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,4,6,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,4,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,6,5,Old20,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,4,6,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,6,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,4,6,5,Old20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,4,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,5,1,1,Old20,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,5,1,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
31,5,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,5,1,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
35,5,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
36,5,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,1,2,Old20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
27,5,1,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,5,1,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,5,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,5,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1
35,5,1,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
36,5,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,1,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,5,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,5,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,5,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
36,5,1,3,Old20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,5,1,4,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,5,1,4,Old20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
29,5,1,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,5,1,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,0
35,5,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
36,5,1,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
25,5,1,5,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,5,1,5,Old20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,5,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,5,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
33,5,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
36,5,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,2,1,Old20,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,5,2,1,Old20,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0
29,5,2,1,Old20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,5,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
33,5,2,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,5,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
36,5,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,2,2,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,2,2,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,5,2,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
31,5,2,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
33,5,2,2,Old20,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,8,0,1
35,5,2,2,Old20,0,0,1,0,0,0,0,0,3,0,0,0,1,1,9,0,1,0,0
36,5,2,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,2,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,5,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,5,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
33,5,2,3,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
35,5,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0
36,5,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,2,4,Old20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
31,5,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
33,5,2,4,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
35,5,2,4,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0
36,5,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,2,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,5,2,5,Old20,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,5,2,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0
35,5,2,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0
36,5,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,5,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,5,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
33,5,3,1,Old20,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,5,0,0
35,5,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,0
36,5,3,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,5,3,2,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,3,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,5,3,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
31,5,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33,5,3,2,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35,5,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
36,5,3,2,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,5,3,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,3,3,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
29,5,3,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,3,0,0,0
31,5,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
33,5,3,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
35,5,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0
36,5,3,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,5,3,4,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,3,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,5,3,4,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
31,5,3,4,Old20,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33,5,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
35,5,3,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0
36,5,3,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,5,3,5,Old20,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,5,3,5,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
31,5,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0
33,5,3,5,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
35,5,3,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
36,5,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,4,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,4,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
31,5,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
33,5,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
35,5,4,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,5,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,4,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,5,4,2,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
33,5,4,2,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
35,5,4,2,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
36,5,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,4,3,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,5,4,3,Old20,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
29,5,4,3,Old20,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31,5,4,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
33,5,4,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
35,5,4,3,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0
36,5,4,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
25,5,4,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,4,4,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,5,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
33,5,4,4,Old20,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
35,5,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
36,5,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,4,5,Old20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,5,4,5,Old20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0
29,5,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,5,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,5,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
36,5,4,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,5,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,5,5,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
31,5,5,1,Old20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,5,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
35,5,5,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0
36,5,5,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,5,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,5,5,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
31,5,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
33,5,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
35,5,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
36,5,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,5,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,5,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,5,3,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
31,5,5,3,Old20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1
33,5,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
35,5,5,3,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
36,5,5,3,Old20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
25,5,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,5,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
31,5,5,4,Old20,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
33,5,5,4,Old20,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0
35,5,5,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
36,5,5,4,Old20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
25,5,5,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,5,5,5,Old20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
29,5,5,5,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,5,5,5,Old20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,5,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,5,5,5,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
