week,TREAT,REP,STATION,CARD,ABIPN,BURSI,C7,CMAC,CSTIG,CTRIF,CYCSP,H13,HAXY,HCONV,HGLAC,HPARN,HVAR,PQUA,CANTHARID,LAMPY,LCW,MECOP,X20SPOT
36,5,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,6,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
33,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0
35,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
36,5,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,5,6,2,Old20,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0
31,5,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
33,5,6,2,Old20,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,1,0,3
35,5,6,2,Old20,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0
36,5,6,2,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,5,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,6,3,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
31,5,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
33,5,6,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,5,6,3,Old20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0
36,5,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,6,4,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
29,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
31,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
33,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
36,5,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,6,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,5,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29,5,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
31,5,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
33,5,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,6,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
36,5,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,6,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,1,1,Old20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
29,6,1,1,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
31,6,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,1,1,Old20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,1,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
33,6,1,2,Old20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,6,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
29,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,6,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25,6,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,6,1,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,6,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,6,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,1,5,Old20,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,6,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
31,6,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,6,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,2,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,2,1,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,6,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,2,2,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
29,6,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,6,2,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,2,3,Old20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,6,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,2,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,2,4,Old20,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
29,6,2,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,2,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,6,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,2,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,2,5,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
27,6,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,6,2,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,6,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,6,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,6,2,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,3,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
29,6,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
31,6,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34,6,3,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,3,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,6,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
31,6,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,6,3,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,3,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
31,6,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
33,6,3,3,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,6,3,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,6,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,3,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,3,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,6,3,4,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,6,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,3,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6,3,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,6,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6,3,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,6,4,1,Old20,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
29,6,4,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0
31,6,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,4,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,4,2,Old20,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,4,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,4,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,4,3,Old20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,6,4,3,Old20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,6,4,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,4,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,6,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,6,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,6,4,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,6,4,5,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,6,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,4,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,5,1,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
29,6,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
31,6,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,6,5,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,4,Old20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,6,5,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,6,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,6,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,5,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,5,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,5,5,Old20,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
31,6,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6,5,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,6,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33,6,6,1,Old20,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34,6,6,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,6,6,2,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6,6,2,Old20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0
31,6,6,2,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,6,6,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,6,3,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,6,6,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
31,6,6,3,Old20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,6,6,3,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,6,6,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25,6,6,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,6,6,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,6,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31,6,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
33,6,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
34,6,6,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,6,5,Old20,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
29,6,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
31,6,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,6,6,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,1,1,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,7,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,7,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
33,7,1,1,Old20,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
35,7,1,1,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,7,1,1,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,1,2,Old20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
35,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
36,7,1,2,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25,7,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,1,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,7,1,3,Old20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0
31,7,1,3,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,7,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
35,7,1,3,Old20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0
36,7,1,3,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,7,1,4,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,7,1,4,Old20,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
31,7,1,4,Old20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,7,1,4,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7,1,4,Old20,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
36,7,1,4,Old20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
25,7,1,5,Old20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,1,5,Old20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,7,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,7,1,5,Old20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
